"Region","Site","Unit","Batch","Species","Start.Fish.Density","End.Fish.Density","Hatchery","Lot.Quality","Origin.Year","Origin.Month","From","From.Month","From.Year","To","To.Month","To.Year","Diff.Days","Start.Av.Weight","End.Av.Weight","Period.Av.Weight","Av.Weight.Change","Model.End.Av.Wt.Act.Feed","Av.Wt.Deviation.Perc","Av.Wt.Before.Sampl","Model.End.Av.Wt.Sugg.Feed","Actual.Feed","Feed.Category","Supplier","Period.Feed.Qty","Model.Feed.Qty","Feed.Deviation.Perc","Opening.Fish.No","Opening.Biomass","Closing.Fish.No","Closing.Biomass","Harvest.Biomass","Transfer.Minus.Kg","Transfer.Plus.Kg","Biomass.Produced","Biomass.Produced.Before.Sampl","Biol.FCR.Period","Econ.FCR.Period","Econ.FCR.Period.Before.Sampl","Mortality.No","LTD.Mortality.Kg","Model.Mortality.No","Mortality.Deviation.Perc","Mortality.Perc","SFR.Period.Perc","SFR.Period.Perc.Before.Sampl","SGR.Period.Perc","FCR.bio.*.SGR","Growth.Per.Day","TGC.Period","Avg.Temp","Av.Oxygene","Period.Day.Degrees","Start.Av.Weight.Category","End.Av.Weight.Category","Max.Feed.Qty","Food.Price","Current.Grading","Feeding.Policy","Group.Tag","Vaccinated","Feeder","Feeding.Rate.Kg.Per.Hour","Fastings.No","Transfer.Minus.No","Transfer.Plus.No","Harvest.No","Sampling.No","LTD.Econ.FCR","LTD.Mortality.No","LTD.Mortality.Perc","LTD.Adjustment.No","LTD.Adjustment.Perc","LTD.Adjustment.&.Mortality.No","LTD.Adjustment.&.Mortality.Perc"
"Γαλαξίδι","Ανεμοκάμπι","523","1207 T10 CUL","Τσιπούρα",NA,NA,"Culmarex - Aquicultura Balear SAU",NA,"2012","July",2012-07-06,"July","2012",2012-07-31,"July","2012",25,5.02,8.5,6.76,3.48,8.82,-3.63,8.42,15.48,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",680,1927,64.71,197026,989.07,195296,1660.02,0,0,0,670.95,655.32,1,1.01,1.04,1730,11.81,26,-6553.85,0.88,2.1,2.11,2.11,2.1,0.14,0.49,25.79,0,668,"A. <50","A. <50",430,1.81,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,1,1.01,1730,0.88,0,0,1730,0.88
"Γαλαξίδι","Ανεμοκάμπι","523","1207 T10 CUL","Τσιπούρα",NA,1.53,"Culmarex - Aquicultura Balear SAU",NA,"2012","July",2012-07-31,"July","2012",2012-08-31,"August","2012",31,8.5,16,12.25,7.5,16.32,-1.96,15.4,25.18,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1495,3301.39,54.72,195296,1660.02,191596,3065.54,0,0,0,1405.52,1290.56,1.03,1.06,1.16,4550,49.67,32,-14118.75,2.33,2.1,2.15,2.04,2.1,0.24,0.56,27.02,0,862,"A. <50","A. <50",1495,1.81,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.04,5430,2.76,0,0,5430,2.76
"Γαλαξίδι","Ανεμοκάμπι","523","1207 T10 CUL","Τσιπούρα",1.53,2.49,"Culmarex - Aquicultura Balear SAU",NA,"2012","July",2012-08-31,"August","2012",2012-09-30,"September","2012",30,16,26,21,10,27.51,-5.49,26.06,35.69,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2250,3911.87,42.48,191596,3065.54,191426,4977.08,0,0,0,1911.54,1923.03,1.17,1.18,1.17,170,53.21,31,-448.39,0.09,1.9,1.9,1.62,1.9,0.33,0.57,25.16,0,775,"A. <50","A. <50",1525,1.85,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.09,5600,2.84,0,0,5600,2.84
"Γαλαξίδι","Ανεμοκάμπι","523","1207 T10 CUL","Τσιπούρα",2.49,4.11,"Culmarex - Aquicultura Balear SAU",NA,"2012","July",2012-09-30,"September","2012",2012-10-31,"October","2012",31,26,43,34.5,17,44.43,-3.22,42.59,48.68,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",3900,4846.75,19.53,191426,4977.08,191371,8228.95,0,0,0,3251.88,3173.41,1.2,1.2,1.23,55,54.97,32,-71.88,0.03,1.95,1.96,1.62,1.94,0.55,0.72,23.62,0,754,"A. <50","A. <50",3850,1.57,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.14,5655,2.87,0,0,5655,2.87
"Γαλαξίδι","Ανεμοκάμπι","523","1207 T10 CUL","Τσιπούρα",4.11,5.11,"Culmarex - Aquicultura Balear SAU",NA,"2012","July",2012-10-31,"October","2012",2012-11-14,"November","2012",14,43,53.39,48.2,10.39,51.48,3.71,50.14,53.17,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2000,2392.67,16.41,191371,8228.95,191321,10214.63,0,0,0,1985.68,1363.88,1.01,1.01,1.47,50,56.74,15,-233.33,0.03,1.56,1.61,1.55,1.56,0.74,0.82,21.41,0,320,"A. <50","B. 50-100",1850,1.57,NA,"Τσιπούρα - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.07,5695,2.89,0,0,5695,2.89
"Γαλαξίδι","Ανεμοκάμπι","502","1306 Λ11 GD.GL3","Λαβράκι",0.63,0.94,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2013","June",2013-07-20,"July","2013",2013-07-31,"July","2013",11,2.7,4,3.35,1.3,3.82,4.71,3.84,6.16,"Inve O.range Nurse XL (1,2-2,0mm)","Inve O.range","INVE - ΙΝΒΕ Ελλάς Α.Ε. ",295,916.18,67.8,329000,888.3,328500,1314,0,0,0,425.7,373.14,0.69,0.69,0.79,500,1.75,48,-941.67,0.15,2.47,2.52,3.57,2.46,0.12,0.65,25.17,0,302,"A. <50","A. <50",215,3.1,NA,"Λαβράκι - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,1,0,1,0.69,500,0.15,0,0,500,0.15
"Γαλαξίδι","Ανεμοκάμπι","502","1306 Λ11 GD.GL3","Λαβράκι",0.94,2.78,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2013","June",2013-07-31,"July","2013",2013-08-31,"August","2013",31,4,12,8,8,13.11,-8.47,12.99,15.23,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2510,3134.34,19.92,328500,1314,324730,3896.76,0,0,0,2582.76,2904.24,0.96,0.97,0.86,3770,28.36,128,-2845.31,1.15,3.41,3.25,3.54,3.41,0.26,0.83,26.32,0,841,"A. <50","A. <50",2065,1.98,NA,"Λαβράκι - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,0.92,4270,1.3,0,0,4270,1.3
"Γαλαξίδι","Ανεμοκάμπι","502","1306 Λ11 GD.GL3","Λαβράκι",2.78,3.86,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2013","June",2013-08-31,"August","2013",2013-09-13,"September","2013",13,12,16.82,14.41,4.82,18.04,-6.76,17.29,19.35,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1805,2213.76,18.46,324730,3896.76,321590,5409.14,0,0,0,1512.38,1663.53,1.16,1.19,1.09,3140,68.84,56,-5507.14,0.97,3.01,2.97,2.6,3,0.37,0.78,25.07,0,351,"A. <50","A. <50",1695,1.98,NA,"Λαβράκι - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,0.96,6860,2.09,0,0,6860,2.09
"Γαλαξίδι","Ανεμοκάμπι","544","1306 Λ7 D.GL2","Λαβράκι",1.09,2.35,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2013","May",2013-06-30,"June","2013",2013-07-31,"July","2013",31,6,13,9.5,7,12.98,0.15,12.83,20.42,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1530,3328.48,54.03,255130,1530.78,253560,3296.28,0,0,0,1765.5,1722.39,0.86,0.87,0.89,1570,69.56,96,-1535.42,0.62,2.14,2.16,2.49,2.15,0.23,0.69,24.06,0,770,"A. <50","A. <50",1165,1.98,NA,"Λαβράκι - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,0.84,22440,8.13,0,0,22440,8.13
"Γαλαξίδι","Ανεμοκάμπι","544","1306 Λ7 D.GL2","Λαβράκι",2.35,4.13,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2013","May",2013-07-31,"July","2013",2013-08-31,"August","2013",31,13,23,18,10,26.33,-12.65,26.15,32.66,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",3260,4937.55,33.98,253560,3296.28,251220,5778.06,0,0,0,2481.78,3273.12,1.29,1.31,1,2340,111.37,96,-2337.5,0.92,2.38,2.22,1.84,2.38,0.32,0.59,26.32,0,841,"A. <50","A. <50",2775,1.66,NA,"Λαβράκι - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.06,24780,8.98,0,0,24780,8.98
"Γαλαξίδι","Ανεμοκάμπι","544","1306 Λ7 D.GL2","Λαβράκι",4.13,5,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2013","May",2013-08-31,"August","2013",2013-09-13,"September","2013",13,23,28.18,25.59,5.18,30.24,-6.81,29.44,33.94,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1800,2756.23,34.69,251220,5778.06,248610,7005.83,0,0,0,1227.77,1541.02,1.39,1.47,1.17,2610,174.31,42,-6114.29,1.04,2.17,2.12,1.56,2.16,0.4,0.57,25.07,0,351,"A. <50","A. <50",1750,1.66,NA,"Λαβράκι - Style 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.1,27135,9.83,0,0,27135,9.83
"Γαλαξίδι","Ανεμοκάμπι","540","1304 Λ4 G.GL1","Λαβράκι",0.64,0.83,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","March",2013-03-29,"March","2013",2013-04-30,"April","2013",32,3.07,4,3.54,0.93,3.53,13.31,3.52,4.4,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",185,819.22,77.42,290000,890.3,288840,1155.36,0,0,0,265.06,126.42,0.69,0.7,1.46,1160,3.58,99,-1071.72,0.4,0.57,0.61,0.83,0.57,0.03,0.27,15,0,492,"A. <50","A. <50",160,2.27,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,1,0.7,1160,0.4,0,0,1160,0.4
"Γαλαξίδι","Ανεμοκάμπι","540","1304 Λ4 G.GL1","Λαβράκι",0.83,1.4,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","March",2013-04-30,"April","2013",2013-05-31,"May","2013",31,4,7,5.5,3,7.08,-1.13,7,8.4,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1044,1508.69,30.8,288840,1155.36,279365,1955.56,0,0,0,800.2,800.2,1.22,1.3,1.3,9475,61.48,96,-9769.79,3.28,2.21,2.21,1.81,2.2,0.1,0.56,18.33,0,586,"A. <50","A. <50",755,2.27,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.13,10635,3.67,0,0,10635,3.67
"Γαλαξίδι","Ανεμοκάμπι","540","1304 Λ4 G.GL1","Λαβράκι",1.4,2.07,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","March",2013-05-31,"May","2013",2013-06-30,"June","2013",30,7,15,11,8,14.7,2.04,14.6,16.37,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2240,2648.07,15.41,279365,1955.56,276395,4145.93,0,0,0,2190.37,2079.81,1.01,1.02,1.08,3740,84.94,93,-3921.51,1.34,2.56,2.6,2.54,2.56,0.27,0.86,20.87,0,645,"A. <50","A. <50",1845,2.02,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.05,13605,4.69,0,0,13605,4.69
"Γαλαξίδι","Ανεμοκάμπι","540","1304 Λ4 G.GL1","Λαβράκι",1.91,2.86,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","March",2013-07-31,"July","2013",2013-08-31,"August","2013",31,28,42,35,14,50.61,-17.01,50.17,44.08,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",3320,2311.14,-43.65,136300,3816.4,136230,5721.66,0,0,0,1905.26,3018.26,1.74,1.74,1.1,70,45.53,32,-118.75,0.05,2.28,2.07,1.31,2.28,0.45,0.52,26.32,0,841,"A. <50","A. <50",1920,1.66,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.26,6828.26,4.77,0,0,6828.26,4.77
"Γαλαξίδι","Ανεμοκάμπι","540","1304 Λ4 G.GL1","Λαβράκι",3.13,4.35,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","March",2013-09-06,"September","2013",2013-09-30,"September","2013",24,46.05,65,55.52,18.95,65.09,-0.14,64.16,73.05,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",2925,4247.31,31.13,136060,6265.56,133955,8707.08,0,0,0,2441.51,2328.99,1.14,1.2,1.26,2225,172.94,25,-8800,1.64,1.64,1.65,1.44,1.64,0.79,0.71,24.39,0,611,"A. <50","B. 50-100",2625,1.26,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,1.22,9103.26,6.36,0,0,9103.26,6.36
"Γαλαξίδι","Ανεμοκάμπι","536","1408 Λ08 D3.GL3","Λαβράκι",0.43,1.38,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","July",2014-07-31,"July","2014",2014-08-31,"August","2014",31,5,16.5,10.75,11.5,17.06,-3.28,12.6,19.11,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1770,2105.25,15.92,173000,865,166970,2755.01,0,0,0,1890.01,1238.82,0.92,0.94,1.43,6030,33.88,64,-9321.88,3.49,3.5,4.1,3.85,3.54,0.37,1.03,25.23,0,808,"A. <50","A. <50",1460,1.93,NA,"Λαβράκι - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,0.91,6030,3.49,0,0,6030,3.49
"Γαλαξίδι","Ανεμοκάμπι","531","1507 Λ14 DΛ4/5.04","Λαβράκι",2.64,3.1,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","July",2015-09-16,"September","2015",2015-09-30,"September","2015",14,28.03,33,30.52,4.97,36.64,-9.93,36.18,40.89,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1675,2528.19,33.75,188100,5272.44,187860,6199.38,0,0,0,926.94,1524.33,1.79,1.81,1.1,240,88.07,30,-700,0.13,2.09,1.99,1.17,2.1,0.36,0.46,24.9,0,372,"A. <50","A. <50",1500,1.61,"X","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,1,0,1,1.15,7140,3.66,0,0,7140,3.66
"Γαλαξίδι","Ανεμοκάμπι","460-1","1407 Φ01 G.G","Φαγκρί",0.29,0.66,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2014","July",2014-07-28,"July","2014",2014-08-31,"August","2014",34,2.64,6,4.32,3.36,5.64,6.38,5.95,12.28,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",360,1179.59,69.48,122000,322.08,121830,730.98,0,0,0,408.9,402.81,0.88,0.88,0.89,170,0.53,35,-385.71,0.14,2.12,2.13,2.41,2.12,0.1,0.49,25.16,0,881,"A. <50","A. <50",360,2.17,NA,"Άλλα είδη - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,1,0.88,170,0.14,0,0,170,0.14
"Γαλαξίδι","Ανεμοκάμπι","460-1","1407 Φ01 G.G","Φαγκρί",0.66,2.04,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2014","July",2014-08-31,"August","2014",2014-09-29,"September","2014",29,6,18.5,12.25,12.5,19.61,-5.66,14.3,16.96,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1740,1382.86,-25.83,121830,730.98,121435,2246.55,0,0,0,1515.57,1005.54,1.15,1.15,1.73,395,3.22,30,-1216.67,0.32,4.44,5.16,3.88,4.45,0.43,1.12,24.7,0,738,"A. <50","A. <50",1340,1.93,NA,"Άλλα είδη - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.04,565,0.46,0,0,565,0.46
"Γαλαξίδι","Ανεμοκάμπι","504","1407 Λ06 D3/GD3.GL3","Λαβράκι",NA,NA,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","July",2014-07-04,"July","2014",2014-07-14,"July","2014",10,4.13,5.58,4.86,1.45,5.74,-2.79,5.54,6.96,"IRIDA Power 1,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",375,635.66,41.01,259000,1069.67,251600,1403.93,0,0,0,334.26,324.19,1.02,1.12,1.16,7400,27.05,33,-22324.24,2.86,3.05,3.06,3.01,3.07,0.14,0.68,22.41,0,248,"A. <50","A. <50",225,2.17,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,1,0.95,6200,2.39,0,0,6200,2.39
"Γαλαξίδι","Ανεμοκάμπι","504","1407 Λ06 D3/GD3.GL3","Λαβράκι",NA,2.93,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","July",2014-07-31,"July","2014",2014-08-31,"August","2014",31,12,25,18.5,13,25.7,-2.72,19.41,29.58,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",3070,3995.24,23.16,235305,2823.66,234018,5850.45,0,0,0,3026.79,1718.63,1.01,1.01,1.79,1287,151.49,96,-1240.62,0.55,2.38,2.74,2.37,2.39,0.42,0.79,25.23,0,808,"A. <50","A. <50",1945,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,0.94,24982,9.65,0,0,24982,9.65
"Γαλαξίδι","Ανεμοκάμπι","301","1211 T16 BIT","Τσιπούρα",0.51,0.72,"Γ. & Π. Μπιτσάκος Α.Ε.",NA,"2012","November",2012-11-19,"November","2012",2012-11-30,"November","2012",11,4.26,6,5.13,1.74,5.5,9.09,5.44,6.06,"IRIDA Organic 1,0 mm","IRIDA Organic","ΙΡΙΔΑ Α.Ε.",85,123.2,31.01,66086,281.53,65561,393.37,0,0,0,111.84,75.13,0.74,0.76,1.13,525,2.33,0,0,0.79,2.31,2.43,3.11,2.31,0.16,0.83,19.58,0,236,"A. <50","A. <50",48,1.58,NA,"Τσιπούρα - Plus 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,1,0,1,0.76,525,0.79,0,0,525,0.79
"Γαλαξίδι","Ανεμοκάμπι","531","1210 T15 FMD","Τσιπούρα",1.5,1.96,"FMD - Ferme Marine De Douuhet",NA,"2012","October",2012-12-14,"December","2012",2012-12-31,"December","2012",17,10.72,14,12.36,3.28,14.6,-4.11,14.53,13.29,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1165,768.48,-51.6,196400,2105.41,196220,2747.08,0,0,0,641.67,745.67,1.81,1.82,1.56,180,21.95,18,-900,0.09,2.84,2.79,1.57,2.84,0.19,0.72,15.78,0,285,"A. <50","A. <50",1165,1.64,NA,"Τσιπούρα - Plus 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,1,0,1,1.36,3780,1.89,0,0,3780,1.89
"Γαλαξίδι","Ανεμοκάμπι","531","1210 T15 FMD","Τσιπούρα",1.96,2.32,"FMD - Ferme Marine De Douuhet",NA,"2012","October",2012-12-31,"December","2012",2013-01-14,"January","2013",14,14,16.54,15.27,2.54,15.99,3.44,15.66,15.55,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",820,626.67,-30.85,196220,2747.08,196130,3243.99,0,0,0,496.91,324.32,1.64,1.65,2.53,120,23.29,15,-700,0.06,1.96,2.02,1.19,1.96,0.18,0.63,14.63,0,217,"A. <50","A. <50",820,1.97,NA,"Τσιπούρα - Plus 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.37,3870,1.94,0,0,3870,1.94
"Γαλαξίδι","Ανεμοκάμπι","531","1210 T15 FMD","Τσιπούρα",2.32,2.66,"FMD - Ferme Marine De Douuhet",NA,"2012","October",2013-01-14,"January","2013",2013-01-31,"January","2013",17,16.54,19,17.77,2.46,18.83,0.9,18.83,18.63,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",900,815.79,-10.32,196130,3243.99,196080,3725.52,0,0,0,481.53,448.2,1.87,1.87,2.01,50,24.12,18,-177.78,0.03,1.52,1.53,0.82,1.53,0.14,0.46,14.67,0,264,"A. <50","A. <50",350,1.7,NA,"Τσιπούρα - Plus 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.45,3920,1.96,0,0,3920,1.96
"Γαλαξίδι","Ανεμοκάμπι","531","1210 T15 FMD","Τσιπούρα",2.66,3.08,"FMD - Ferme Marine De Douuhet",NA,"2012","October",2013-01-31,"January","2013",2013-02-28,"February","2013",28,19,22,20.5,3,21.92,0.36,21.85,21.07,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1555,1088.16,-42.9,196080,3725.52,195955,4311.01,0,0,0,585.49,556.1,2.64,2.66,2.8,125,26.65,29,-331.03,0.06,1.38,1.39,0.52,1.38,0.11,0.33,13.76,0,399,"A. <50","A. <50",1355,1.7,NA,"Τσιπούρα - Plus 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.63,4045,2.02,0,0,4045,2.02
"Γαλαξίδι","Ανεμοκάμπι","531","1210 T15 FMD","Τσιπούρα",3.08,2.35,"FMD - Ferme Marine De Douuhet",NA,"2012","October",2013-02-28,"February","2013",2013-03-31,"March","2013",31,22,24,23,2,25.18,-4.69,25.09,24.87,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1620,1464.56,-10.61,195955,4311.01,195827,4699.85,0,0,0,388.84,602.29,4.13,4.17,2.69,153,29.69,32,-378.12,0.08,1.16,1.13,0.28,1.16,0.06,0.18,13.62,0,448,"A. <50","A. <50",1025,1.7,NA,"Τσιπούρα - Plus 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.87,4173,2.09,0,0,4173,2.09
"Γαλαξίδι","Ανεμοκάμπι","531","1210 T15 FMD","Τσιπούρα",2.72,3.03,"FMD - Ferme Marine De Douuhet",NA,"2012","October",2013-04-05,"April","2013",2013-04-30,"April","2013",25,27.74,31,29.37,3.26,30.45,1.81,30.49,32.41,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1110,1753.06,36.68,195762,5430.44,195582,6063.04,0,0,0,632.6,532.86,1.74,1.75,2.08,205,36.5,26,-688.46,0.1,0.77,0.78,0.44,0.76,0.13,0.29,15.27,0,394,"A. <50","A. <50",780,1.7,NA,"Τσιπούρα - Plus 2012","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.63,4418,2.21,0,0,4418,2.21
"Γαλαξίδι","Ανεμοκάμπι","514","1303 Λ3 D.GL1","Λαβράκι",2.09,2.97,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2013","February",2013-06-13,"June","2013",2013-06-30,"June","2013",17,18.29,26,22.14,7.71,25.33,2.65,25.31,29.37,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1735,2736.51,36.6,228348,4176.48,228143,5931.72,0,0,0,1755.23,1597.81,0.99,0.99,1.09,205,65.4,36,-469.44,0.09,2.04,2.07,2.07,2.04,0.45,0.81,22.47,0,403,"A. <50","A. <50",1155,1.7,NA,"Λαβράκι - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,1,0,1,1.53,4857,2.08,0,0,4857,2.08
"Γαλαξίδι","Ανεμοκάμπι","514","1303 Λ3 D.GL1","Λαβράκι",2.73,4.5,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2013","February",2013-07-31,"July","2013",2013-08-31,"August","2013",31,43,67,55,24,71.2,-5.9,70.98,75.87,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",4180,4925.83,15.14,126983,5460.27,134452,9008.28,0,0,527.77,3020.24,3555.36,1.38,1.38,1.18,160,93.71,32,-400,0.13,2.24,2.12,1.43,1.97,0.77,0.66,26.32,0,841,"A. <50","B. 50-100",2500,1.66,NA,"Λαβράκι - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,3,0,1,0,2,1.35,3743.15,2.7,595.66,0.43,4338.81,3.13
"Γαλαξίδι","Ανεμοκάμπι","514","1303 Λ3 D.GL1","Λαβράκι",4.4,5.48,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2013","February",2013-09-06,"September","2013",2013-09-30,"September","2013",24,65.49,85,75.25,19.51,85.25,-0.29,84.46,95.16,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",3250,4962.89,34.51,134452,8805.26,128922,10958.37,0,0,0,2153.11,2083.49,1.26,1.51,1.56,5530,517.23,25,-22020,4.11,1.38,1.38,1.09,1.37,0.81,0.6,24.39,0,611,"B. 50-100","B. 50-100",2950,1.26,NA,"Λαβράκι - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,1.46,9273.15,6.68,595.66,0.43,9868.81,7.11
