"Region","Site","Unit","Batch","Species","Start.Fish.Density","End.Fish.Density","Hatchery","Lot.Quality","Origin.Year","Origin.Month","From","From.Month","From.Year","To","To.Month","To.Year","Diff.Days","Start.Av.Weight","End.Av.Weight","Period.Av.Weight","Av.Weight.Change","Model.End.Av.Wt.Act.Feed","Av.Wt.Deviation.Perc","Av.Wt.Before.Sampl","Model.End.Av.Wt.Sugg.Feed","Actual.Feed","Feed.Category","Supplier","Period.Feed.Qty","Model.Feed.Qty","Feed.Deviation.Perc","Opening.Fish.No","Opening.Biomass","Closing.Fish.No","Closing.Biomass","Harvest.Biomass","Transfer.Minus.Kg","Transfer.Plus.Kg","Biomass.Produced","Biomass.Produced.Before.Sampl","Biol.FCR.Period","Econ.FCR.Period","Econ.FCR.Period.Before.Sampl","Mortality.No","LTD.Mortality.Kg","Model.Mortality.No","Mortality.Deviation.Perc","Mortality.Perc","SFR.Period.Perc","SFR.Period.Perc.Before.Sampl","SGR.Period.Perc","FCR.bio.*.SGR","Growth.Per.Day","TGC.Period","Avg.Temp","Av.Oxygene","Period.Day.Degrees","Start.Av.Weight.Category","End.Av.Weight.Category","Max.Feed.Qty","Food.Price","Current.Grading","Feeding.Policy","Group.Tag","Vaccinated","Feeder","Feeding.Rate.Kg.Per.Hour","Fastings.No","Transfer.Minus.No","Transfer.Plus.No","Harvest.No","Sampling.No","LTD.Econ.FCR","LTD.Mortality.No","LTD.Mortality.Perc","LTD.Adjustment.No","LTD.Adjustment.Perc","LTD.Adjustment.&.Mortality.No","LTD.Adjustment.&.Mortality.Perc"
"Γαλαξίδι","Ανεμοκάμπι","517","1507 ΚΡ01 DG.01","Κρανιός",4.69,4.91,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","July",2015-12-19,"December","2015",2015-12-31,"December","2015",12,67.9,71,69.45,3.1,70.49,0.72,70.46,74.51,"IRIDA Plus 4,5mm","IRIDA PLUS","ΙΡΙΔΑ Α.Ε.",710,1796.58,60.48,138271,9388.6,138256,9816.18,0,0,0,427.58,352.92,1.66,1.66,2.01,15,6.47,13,-15.38,0.01,0.62,0.62,0.37,0.61,0.26,0.3,16.15,0,207,"B. 50-100","B. 50-100",675,1.1,NA,"Κρανιός - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,1,0,1,0.81,1744,1.25,0,0,1744,1.25
"Γαλαξίδι","Ανεμοκάμπι","517","1507 ΚΡ01 DG.01","Κρανιός",4.91,5.18,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","July",2015-12-31,"December","2015",2016-01-31,"January","2016",31,71,75,73,4,75.36,-0.48,74.98,81.34,"IRIDA Plus 4,5mm","IRIDA PLUS","ΙΡΙΔΑ Α.Ε.",1590,3612.68,55.99,138256,9816.18,138246,10368.45,0,0,0,552.27,549.51,2.88,2.88,2.89,10,7.19,32,68.75,0.01,0.51,0.51,0.18,0.52,0.13,0.16,14.7,0,475,"B. 50-100","B. 50-100",1390,1.15,NA,"Κρανιός - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,0.92,1754,1.25,0,0,1754,1.25
"Γαλαξίδι","Ανεμοκάμπι","517","1507 ΚΡ01 DG.01","Κρανιός",5.18,5.39,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","July",2016-01-31,"January","2016",2016-02-29,"February","2016",29,75,78,76.5,3,78.38,-0.48,78.1,81.36,"IRIDA Active II 4,5mm","IRIDA ACTIVE","ΙΡΙΔΑ Α.Ε.",1520,2837.29,46.43,138246,10368.45,138196,10779.29,0,0,0,410.84,424.66,3.67,3.7,3.58,50,10.99,30,-66.67,0.04,0.5,0.5,0.14,0.51,0.1,0.13,14.17,0,425,"B. 50-100","B. 50-100",1385,1.1,NA,"Κρανιός - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.02,1804,1.29,0,0,1804,1.29
"Γαλαξίδι","Ανεμοκάμπι","517","1507 ΚΡ01 DG.01","Κρανιός",5.39,5.53,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","July",2016-02-29,"February","2016",2016-03-31,"March","2016",31,78,80,79,2,81.06,-1.31,80.43,87.94,"IRIDA Active III  4,5mm ( V )","IRIDA ACTIVE","ΙΡΙΔΑ Α.Ε.",1130,3748,69.85,138196,10779.29,138161,11052.88,0,0,0,273.59,333,4.09,4.13,3.39,35,13.76,32,-9.38,0.03,0.33,0.33,0.08,0.33,0.06,0.08,14.89,0,474,"B. 50-100","B. 50-100",800,1.17,NA,"Κρανιός - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,3,0,0,0,2,1.09,1839,1.31,0,0,1839,1.31
"Γαλαξίδι","Ανεμοκάμπι","517","1507 ΚΡ01 DG.01","Κρανιός",5.53,5.87,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","July",2016-03-31,"March","2016",2016-04-30,"April","2016",30,80,85,82.5,5,85.54,-0.63,84.79,99.49,"IRIDA Active III  4,5mm ( V )","IRIDA ACTIVE","ΙΡΙΔΑ Α.Ε.",1503,5122.2,70.66,138161,11052.88,138123,11740.45,0,0,0,687.58,658.57,2.18,2.19,2.28,38,16.9,31,-22.58,0.03,0.44,0.44,0.2,0.44,0.17,0.18,16.1,0,501,"B. 50-100","B. 50-100",1020,1.17,NA,"Κρανιός - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.15,1877,1.34,0,0,1877,1.34
"Γαλαξίδι","Ανεμοκάμπι","Jok 3","1503 Λ02 DΛ2.05","Λαβράκι",0.61,3.63,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","March",2015-07-31,"July","2015",2015-08-31,"August","2015",31,27,61,44,34,90.77,-32.8,74.38,55.11,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",195,84.27,-131.4,1346,36.34,3571,217.83,0,0,57.23,124.25,172.03,1.57,1.57,1.13,0,2.16,0,0,0,9.07,7.27,2.63,4.13,1.1,1.13,26.14,0,832,"A. <50","B. 50-100",115,1.61,"X","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,21,0,2,1.52,217.78,5.82,-1954.4,-52.2,-1736.62,-46.38
"Γαλαξίδι","Ανεμοκάμπι","Jok 3","1503 Λ02 DΛ2.05","Λαβράκι",3.63,6.84,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","March",2015-08-31,"August","2015",2015-09-30,"September","2015",30,61,115,88,54,117.21,-1.89,115.75,96.98,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",260,161.01,-61.48,3571,217.83,3571,410.67,0,0,0,192.83,195.51,1.35,1.35,1.33,0,2.16,0,0,0,2.85,2.84,2.11,2.84,1.8,1.18,25.31,0,786,"B. 50-100","C. 100-200",220,1.61,"X","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.41,217.78,5.82,-1954.4,-52.2,-1736.62,-46.38
"Γαλαξίδι","Ανεμοκάμπι","535","1504 T05 GST1.05","Τσιπούρα",NA,0.44,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","April",2015-04-08,"April","2015",2015-04-30,"April","2015",22,4.48,5,4.74,0.52,5.26,-4.94,5.29,5.66,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",210,360.58,41.76,175000,784,174910,874.55,0,0,0,90.55,141.27,2.31,2.32,1.49,90,0.43,23,-291.3,0.05,1.15,1.12,0.5,1.15,0.02,0.18,14.72,0,338,"A. <50","A. <50",170,1.93,"α","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,1,2.32,90,0.05,0,0,90,0.05
"Γαλαξίδι","Ανεμοκάμπι","535","1504 T05 GST1.05","Τσιπούρα",0.44,0.86,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","April",2015-04-30,"April","2015",2015-05-27,"May","2015",27,5,9.9,7.45,4.9,9.43,4.98,9.02,8.53,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",970,759.33,-27.74,174910,874.55,174175,1724.33,0,0,0,849.78,696.51,1.14,1.14,1.39,735,4.84,28,-2525,0.42,2.87,3.02,2.53,2.87,0.18,0.9,17.52,0,486,"A. <50","A. <50",855,1.93,"α","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.19,825,0.47,0,0,825,0.47
"Γαλαξίδι","Ανεμοκάμπι","535","1504 T05 GST1.05","Τσιπούρα",0.95,1.4,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","April",2015-05-31,"May","2015",2015-06-23,"June","2015",23,11,19.53,15.27,8.53,17.7,10.34,17.33,18.92,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1190,1438.62,17.28,172700,1899.7,171730,3353.89,0,0,0,1454.19,1076.38,0.81,0.82,1.11,970,31.04,24,-3941.67,0.56,2.02,2.16,2.5,2.03,0.37,0.95,20.5,0,494,"A. <50","A. <50",1190,1.93,"α","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,0.94,3270,1.87,0,0,3270,1.87
"Γαλαξίδι","Ανεμοκάμπι","535","1504 T05 GST1.05","Τσιπούρα",1.5,1.68,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2015","April",2015-06-30,"June","2015",2015-07-10,"July","2015",10,21,23.52,22.26,2.52,24.74,-4.93,24.32,27.22,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",650,1084.9,40.09,171700,3605.7,171670,4037.68,0,0,0,431.98,569.31,1.5,1.5,1.14,30,32.39,11,-172.73,0.02,1.7,1.67,1.13,1.7,0.25,0.41,23.55,0,257,"A. <50","A. <50",385,1.61,"α","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.08,3330,1.9,0,0,3330,1.9
"Γαλαξίδι","Ανεμοκάμπι","547","1408 Λ08 D3.GL3","Λαβράκι",1.4,4.07,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","July",2015-03-31,"March","2015",2015-04-29,"April","2015",29,90,114.43,102.22,24.43,94.16,21.53,93.75,94.44,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",1150,1220.3,5.76,31043,2793.87,71156,8142.38,0,0,3623.67,1724.84,253.34,0.66,0.67,4.54,150,94.04,0,0,0.48,2.46,13.62,0.83,0.55,0.84,0.86,14.48,0,434,"B. 50-100","C. 100-200",1125,1.24,"Α","Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Checked",NA,0,8,0,3,0,2,1.01,4942.68,8.81,-20029.68,-35.71,-15087,-26.9
"Γαλαξίδι","Ανεμοκάμπι","541","1510 T19 GT3/5/6.04","Τσιπούρα",2.22,2.75,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","October",2015-12-11,"December","2015",2015-12-31,"December","2015",20,13.64,17,15.32,3.36,16.2,4.94,16.22,17.15,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1280,1756.82,27.14,325240,4436.27,323855,5505.53,0,0,0,1069.26,816.65,1.17,1.2,1.57,1385,29.06,42,-3197.62,0.43,1.29,1.32,1.1,1.29,0.17,0.53,16.43,0,341,"A. <50","A. <50",1280,1.93,"γ","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,1,0,1,1.11,2145,0.66,0,0,2145,0.66
"Γαλαξίδι","Ανεμοκάμπι","541","1510 T19 GT3/5/6.04","Τσιπούρα",2.75,3.24,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","October",2015-12-31,"December","2015",2016-01-31,"January","2016",31,17,20,18.5,3,20.54,-2.63,20.33,21.08,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2285,2589.26,11.75,323855,5505.53,323670,6473.4,0,0,0,967.87,1074.68,2.35,2.36,2.13,185,32.44,64,-189.06,0.06,1.23,1.22,0.52,1.22,0.1,0.3,14.7,0,475,"A. <50","A. <50",1235,1.93,"γ","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,1.31,2330,0.71,0,0,2330,0.71
"Γαλαξίδι","Ανεμοκάμπι","541","1510 T19 GT3/5/6.04","Τσιπούρα",3.24,3.56,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","October",2016-01-31,"January","2016",2016-02-29,"February","2016",29,20,22,21,2,22.69,-3.04,22.33,22.9,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",2115,2212.65,4.41,323670,6473.4,323610,7119.42,0,0,0,646.02,752.81,3.27,3.27,2.81,60,33.72,60,0,0.02,1.07,1.07,0.33,1.08,0.07,0.21,14.17,0,425,"A. <50","A. <50",2005,1.61,"γ","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.5,2390,0.73,0,0,2390,0.73
"Γαλαξίδι","Ανεμοκάμπι","541","1510 T19 GT3/5/6.04","Τσιπούρα",2.1,2.42,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2015","October",2016-03-31,"March","2016",2016-04-30,"April","2016",30,26,30,28,4,30.52,-1.7,29.97,33.51,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1230,2022.49,39.18,161485,4198.61,161125,4833.75,0,0,0,635.14,630.31,1.91,1.94,1.95,360,29.46,31,-1061.29,0.22,0.91,0.91,0.48,0.92,0.13,0.29,16.1,0,501,"A. <50","A. <50",610,1.61,"γ","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.65,1660.9,1.02,0,0,1660.9,1.02
"Γαλαξίδι","Ανεμοκάμπι","529","1206 Λ6 D.GL3","Λαβράκι",3.69,3.85,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2012","June",2013-02-28,"February","2013",2013-03-31,"March","2013",31,61,64,62.5,3,63.74,0.41,63.73,63.68,"IRIDA Smart 3,0mm","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",1575,1538.07,-2.4,121030,7382.83,120435,7707.84,0,0,0,325.01,292.49,4.36,4.85,5.38,595,357.9,32,-1759.38,0.49,0.67,0.67,0.15,0.65,0.1,0.14,13.62,0,448,"B. 50-100","B. 50-100",1375,1.29,"Β","Λαβράκι - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,2,0,0,0,2,3.07,6750.44,3.62,59121.17,31.73,65871.61,35.36
"Γαλαξίδι","Ανεμοκάμπι","529","1206 Λ6 D.GL3","Λαβράκι",3.85,4.09,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2012","June",2013-03-31,"March","2013",2013-04-30,"April","2013",30,64,68,66,4,67.8,0.29,67.67,69.74,"IRIDA Smart 3,0mm","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",1600,2079.81,23.07,120435,7707.84,120320,8181.76,0,0,0,473.92,434.21,3.32,3.38,3.68,115,365.43,31,-270.97,0.1,0.67,0.67,0.2,0.66,0.13,0.18,15.06,0,464,"B. 50-100","B. 50-100",725,1.29,"Β","Λαβράκι - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,3.08,6865.44,3.69,59121.17,31.73,65986.61,35.42
"Γαλαξίδι","Ανεμοκάμπι","529","1206 Λ6 D.GL3","Λαβράκι",4.09,4.75,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2012","June",2013-04-30,"April","2013",2013-05-31,"May","2013",31,68,79,73.5,11,78.84,0.2,78.55,87.33,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",2450,4230.09,42.08,120320,8181.76,120165,9493.03,0,0,0,1311.28,1257.2,1.85,1.87,1.95,175,376.59,32,-446.88,0.15,0.9,0.9,0.48,0.89,0.35,0.36,18.33,0,586,"B. 50-100","B. 50-100",1600,1.31,"Β","Λαβράκι - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,2.89,7020.44,3.77,59121.17,31.73,66141.61,35.5
"Γαλαξίδι","Ανεμοκάμπι","Jok 1","1407 Φ01 G.G","Φαγκρί",0.91,5.77,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2014","July",2014-10-08,"October","2014",2014-10-31,"October","2014",23,37,67,52,30,91.1,-26.45,74.04,53.33,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",285,97.99,-190.85,1474,54.54,5171,346.46,0,0,137.82,154.09,190.5,1.83,1.85,1.5,28,2.23,0,0,1.9,14.87,12.68,2.58,4.72,1.3,1.39,21.88,0,526,"A. <50","B. 50-100",175,1.24,"ΙΧΣ","Άλλα είδη - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,3,0,1,1.24,194.6,3.69,-84.76,-1.61,109.84,2.08
"Γαλαξίδι","Ανεμοκάμπι","719-1","1404 T04 G1.GT1","Τσιπούρα",1.47,2.54,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2014","April",2014-09-12,"September","2014",2014-09-30,"September","2014",18,27.14,47,37.07,19.86,47.35,-0.74,47.36,40.76,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",5650,3723.46,-51.74,251545,6826.93,251410,11816.27,0,0,0,4989.34,5079.85,1.13,1.13,1.11,135,101.34,38,-255.26,0.05,3.45,3.44,3.05,3.45,1.1,1.31,24.45,0,462,"A. <50","A. <50",5650,1.61,"Χέρια (Β)","Τσιπούρα - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,1,0,1,1.43,6209.25,2.52,-8322.51,-3.37,-2113.26,-0.86
"Γαλαξίδι","Ανεμοκάμπι","643-1","1308 ΚΡ G.G","Κρανιός",0.09,0.58,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","August",2013-08-02,"August","2013",2013-08-31,"August","2013",29,1.74,11,6.37,9.26,10.2,7.84,10.25,12.47,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",735,935.09,21.4,147000,255.78,146855,1615.4,0,0,0,1359.62,1249.48,0.54,0.54,0.59,145,0.29,30,-383.33,0.1,3.44,3.6,6.36,3.44,0.32,1.3,26.26,0,786,"A. <50","A. <50",455,1.66,NA,"Κρανιός - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,1,0.54,145,0.1,0,0,145,0.1
"Γαλαξίδι","Ανεμοκάμπι","643-1","1308 ΚΡ G.G","Κρανιός",0.58,1.51,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","August",2013-08-31,"August","2013",2013-09-30,"September","2013",30,11,29,20,18,29.56,-1.89,29,57.55,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1895,5074.86,62.66,146855,1615.4,145875,4230.38,0,0,0,2614.97,2614.97,0.72,0.72,0.72,980,12.93,31,-3061.29,0.67,2.33,2.33,3.23,2.33,0.6,1.11,24.51,0,761,"A. <50","A. <50",1075,1.66,NA,"Κρανιός - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,0.65,1125,0.77,0,0,1125,0.77
"Γαλαξίδι","Ανεμοκάμπι","643-1","1308 ΚΡ G.G","Κρανιός",1.51,2.76,"Γ. Θ. Κ. Α.Ε. - Γαλαξίδι",NA,"2013","August",2013-09-30,"September","2013",2013-10-31,"October","2013",31,29,53,41,24,53.32,-0.6,52.75,84.27,"Biomar EFICO (Sigma 415) 4,5mm","Biomar EFICO Sigma","BIOMAR HELLENIC A.B.E.E.I.",3045,7425.52,58.99,145875,4230.38,145700,7722.1,0,0,0,3491.72,3455.3,0.87,0.87,0.88,175,19.44,32,-446.88,0.12,1.69,1.7,1.95,1.7,0.77,0.97,22.02,0,706,"A. <50","B. 50-100",2150,1.14,NA,"Κρανιός - Active 2013","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,0.74,1300,0.88,0,0,1300,0.88
"Γαλαξίδι","Ανεμοκάμπι","458-1","1404 Λ03 D2.GL2","Λαβράκι",0.65,1.1,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-05-10,"May","2014",2014-05-31,"May","2014",21,5.02,8.5,6.76,3.48,8.17,4.04,8.19,7.09,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",650,399.54,-62.69,130000,652.6,129435,1100.2,0,0,0,447.6,407.47,1.44,1.45,1.6,565,13.8,22,-2468.18,0.43,3.61,3.69,2.51,3.61,0.17,0.9,16.55,0,366,"A. <50","A. <50",650,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,1,0,1,1.8,3111.52,2.35,0,0,3111.52,2.35
"Γαλαξίδι","Ανεμοκάμπι","458-1","1404 Λ03 D2.GL2","Λαβράκι",1.1,1.91,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-05-31,"May","2014",2014-06-30,"June","2014",30,8.5,15,11.75,6.5,17.63,-14.92,16.76,17.96,"IRIDA Power 1,5mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1275,1302.52,2.11,129435,1100.2,127110,1906.65,0,0,0,806.45,1030.17,1.54,1.58,1.24,2325,34.43,31,-7400,1.8,2.9,2.73,1.89,2.91,0.22,0.68,20.21,0,627,"A. <50","A. <50",1275,1.93,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.66,5436.52,4.1,0,0,5436.52,4.1
"Γαλαξίδι","Ανεμοκάμπι","458-1","1404 Λ03 D2.GL2","Λαβράκι",1.55,2.35,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-07-14,"July","2014",2014-07-31,"July","2014",17,21.1,32,26.55,10.9,32.43,-1.33,32.36,34.01,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",875,1003.89,12.84,73512,1551.1,73512,2352.38,0,0,0,801.28,827.75,1.09,1.09,1.06,0,20.84,0,0,0,2.68,2.66,2.45,2.68,0.64,0.98,23.29,0,420,"A. <50","A. <50",710,1.61,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.3,3201.47,4.17,0,0,3201.47,4.17
"Γαλαξίδι","Ανεμοκάμπι","458-1","1404 Λ03 D2.GL2","Λαβράκι",2.35,3.55,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-07-31,"July","2014",2014-08-31,"August","2014",31,32,59,45.5,27,60,-1.67,50.52,60.11,"IRIDA Power 2,0mm","IRIDA POWER","ΙΡΙΔΑ Α.Ε.",1885,1899.39,0.76,73512,2352.38,60249,3554.69,0,453.4,0,1655.71,1144.8,1.14,1.14,1.65,75,20.77,0,0,0.1,1.52,1.37,1.97,2.24,0.87,0.89,25.23,0,808,"A. <50","B. 50-100",1510,1.61,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,1,0,0,2,1.2,2702.12,4.29,0,0,2702.12,4.29
"Γαλαξίδι","Ανεμοκάμπι","458-1","1404 Λ03 D2.GL2","Λαβράκι",3.55,5.48,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-08-31,"August","2014",2014-09-30,"September","2014",30,59,92,75.5,33,93.86,-1.98,80.91,95.22,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",2600,2710.01,4.06,60249,3554.69,59609,5484.03,0,0,0,1929.34,1268.27,1.32,1.35,2.05,640,63.21,0,0,1.06,1.95,2.09,1.48,1.95,1.1,0.82,24.66,0,762,"B. 50-100","B. 50-100",2600,1.24,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.23,3342.12,5.31,0,0,3342.12,5.31
"Γαλαξίδι","Ανεμοκάμπι","458-1","1404 Λ03 D2.GL2","Λαβράκι",5.48,6.9,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-09-30,"September","2014",2014-10-31,"October","2014",31,92,117,104.5,25,118.32,-1.12,117.32,128.4,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",2300,3220.88,28.59,59609,5484.03,58953,6897.5,0,0,0,1413.47,1432.34,1.55,1.63,1.61,656,131.94,0,0,1.1,1.2,1.2,0.78,1.21,0.81,0.53,22.19,0,712,"B. 50-100","C. 100-200",1700,1.24,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,1,0,0,0,2,1.31,3998.12,6.35,0,0,3998.12,6.35
"Γαλαξίδι","Ανεμοκάμπι","458-1","1404 Λ03 D2.GL2","Λαβράκι",6.9,7.66,"Γ.Θ. Κ. Α.Ε. - Τράχηλας Δεσφίνας",NA,"2014","April",2014-10-31,"October","2014",2014-11-30,"November","2014",30,117,130,123.5,13,131.21,-0.92,130.59,143.46,"IRIDA Smart 3,0mm K","IRIDA SMART","ΙΡΙΔΑ Α.Ε.",1575,2968.21,46.94,58953,6897.5,58915,7658.95,0,0,0,761.45,796.21,2.06,2.07,1.98,38,136.54,0,0,0.06,0.72,0.72,0.35,0.72,0.43,0.29,19.18,0,595,"C. 100-200","C. 100-200",1125,1.24,NA,"Λαβράκι - τρέχον","Γαλαξίδι (Β1, 2, 2Ν, 3 & 6)","Unchecked",NA,0,0,0,0,0,2,1.38,4036.12,6.41,0,0,4036.12,6.41
